"Código","Unidade Territorial","UF","Referência","Municípios elegíveis para adesão ao Programa Crianca Feliz"
"260105","ARAÇOIABA","PE","02/2019","1"
"260105","ARAÇOIABA","PE","01/2019","1"
"260105","ARAÇOIABA","PE","05/2019","1"
"260105","ARAÇOIABA","PE","09/2018","1"
"260110","ARARIPINA","PE","01/2019","1"
"260110","ARARIPINA","PE","06/2019","1"
"260110","ARARIPINA","PE","04/2019","1"
"260110","ARARIPINA","PE","12/2018","1"
"260110","ARARIPINA","PE","05/2019","1"
"260110","ARARIPINA","PE","07/2019","1"
"260110","ARARIPINA","PE","08/2019","1"
"260110","ARARIPINA","PE","02/2019","1"
"260110","ARARIPINA","PE","11/2018","1"
"260110","ARARIPINA","PE","10/2018","1"
"260110","ARARIPINA","PE","03/2019","1"
"260110","ARARIPINA","PE","09/2019","1"
"260110","ARARIPINA","PE","09/2018","1"
"260110","ARARIPINA","PE","10/2019","1"
"260120","ARCOVERDE","PE","10/2019","1"
"260120","ARCOVERDE","PE","09/2019","1"
"260120","ARCOVERDE","PE","03/2019","1"
"260120","ARCOVERDE","PE","02/2019","1"
"260120","ARCOVERDE","PE","05/2019","1"
"260120","ARCOVERDE","PE","04/2019","1"
"260120","ARCOVERDE","PE","09/2018","1"
"260120","ARCOVERDE","PE","11/2018","1"
"260120","ARCOVERDE","PE","07/2019","1"
"260120","ARCOVERDE","PE","01/2019","1"
"260120","ARCOVERDE","PE","10/2018","1"
"260120","ARCOVERDE","PE","06/2019","1"
"260120","ARCOVERDE","PE","12/2018","1"
"260120","ARCOVERDE","PE","08/2019","1"
"260130","BARRA DE GUABIRABA","PE","01/2019","1"
"260130","BARRA DE GUABIRABA","PE","07/2019","1"
"260130","BARRA DE GUABIRABA","PE","11/2018","1"
"260130","BARRA DE GUABIRABA","PE","09/2019","1"
"260130","BARRA DE GUABIRABA","PE","08/2019","1"
"260130","BARRA DE GUABIRABA","PE","05/2019","1"
"260130","BARRA DE GUABIRABA","PE","12/2018","1"
"260130","BARRA DE GUABIRABA","PE","09/2018","1"
"260130","BARRA DE GUABIRABA","PE","06/2019","1"
"260130","BARRA DE GUABIRABA","PE","02/2019","1"
"260130","BARRA DE GUABIRABA","PE","03/2019","1"
"260130","BARRA DE GUABIRABA","PE","04/2019","1"
"260130","BARRA DE GUABIRABA","PE","10/2019","1"
"260130","BARRA DE GUABIRABA","PE","10/2018","1"
"260140","BARREIROS","PE","05/2019","1"
"260140","BARREIROS","PE","08/2019","1"
"260140","BARREIROS","PE","07/2019","1"
"260140","BARREIROS","PE","01/2019","1"
"260140","BARREIROS","PE","10/2018","1"
"260140","BARREIROS","PE","12/2018","1"
"260140","BARREIROS","PE","06/2019","1"
"260140","BARREIROS","PE","10/2019","1"
"260140","BARREIROS","PE","04/2019","1"
"260140","BARREIROS","PE","09/2019","1"
"260140","BARREIROS","PE","03/2019","1"
"260140","BARREIROS","PE","11/2018","1"
"260140","BARREIROS","PE","02/2019","1"
"260140","BARREIROS","PE","09/2018","1"
"260150","BELÉM DE MARIA","PE","02/2019","1"
"260150","BELÉM DE MARIA","PE","08/2019","1"
"260150","BELÉM DE MARIA","PE","11/2018","1"
"260150","BELÉM DE MARIA","PE","12/2018","1"
"260150","BELÉM DE MARIA","PE","05/2019","1"
"260150","BELÉM DE MARIA","PE","03/2019","1"
"260150","BELÉM DE MARIA","PE","04/2019","1"
"260150","BELÉM DE MARIA","PE","10/2018","1"
"260150","BELÉM DE MARIA","PE","09/2019","1"
"260150","BELÉM DE MARIA","PE","01/2019","1"
"260150","BELÉM DE MARIA","PE","06/2019","1"
"260150","BELÉM DE MARIA","PE","07/2019","1"
"260150","BELÉM DE MARIA","PE","10/2019","1"
"260150","BELÉM DE MARIA","PE","09/2018","1"
"260160","BELÉM DO SÃO FRANCISCO","PE","02/2019","1"
"260160","BELÉM DO SÃO FRANCISCO","PE","07/2019","1"
"260160","BELÉM DO SÃO FRANCISCO","PE","10/2019","1"
"260160","BELÉM DO SÃO FRANCISCO","PE","01/2019","1"
"260160","BELÉM DO SÃO FRANCISCO","PE","09/2019","1"
"260160","BELÉM DO SÃO FRANCISCO","PE","03/2019","1"
"260160","BELÉM DO SÃO FRANCISCO","PE","06/2019","1"
"260160","BELÉM DO SÃO FRANCISCO","PE","11/2018","1"
"260160","BELÉM DO SÃO FRANCISCO","PE","08/2019","1"
"260160","BELÉM DO SÃO FRANCISCO","PE","09/2018","1"
"260160","BELÉM DO SÃO FRANCISCO","PE","10/2018","1"
"260160","BELÉM DO SÃO FRANCISCO","PE","12/2018","1"
"260160","BELÉM DO SÃO FRANCISCO","PE","04/2019","1"
"260160","BELÉM DO SÃO FRANCISCO","PE","05/2019","1"
"260170","BELO JARDIM","PE","12/2018","1"
"260170","BELO JARDIM","PE","11/2018","1"
"260170","BELO JARDIM","PE","09/2018","1"
"260170","BELO JARDIM","PE","07/2019","1"
"260170","BELO JARDIM","PE","03/2019","1"
"260170","BELO JARDIM","PE","10/2019","1"
"260170","BELO JARDIM","PE","02/2019","1"
"260170","BELO JARDIM","PE","09/2019","1"
"260170","BELO JARDIM","PE","05/2019","1"
"260170","BELO JARDIM","PE","10/2018","1"
"260170","BELO JARDIM","PE","06/2019","1"
"260170","BELO JARDIM","PE","01/2019","1"
"260170","BELO JARDIM","PE","08/2019","1"
"260170","BELO JARDIM","PE","04/2019","1"
"260180","BETÂNIA","PE","12/2018","1"
"260180","BETÂNIA","PE","09/2018","1"
"260180","BETÂNIA","PE","08/2019","1"
"260180","BETÂNIA","PE","10/2019","1"
"260180","BETÂNIA","PE","02/2019","1"
"260180","BETÂNIA","PE","03/2019","1"
"260180","BETÂNIA","PE","04/2019","1"
"260180","BETÂNIA","PE","10/2018","1"
"260180","BETÂNIA","PE","05/2019","1"
"260180","BETÂNIA","PE","07/2019","1"
"260180","BETÂNIA","PE","11/2018","1"
"260180","BETÂNIA","PE","06/2019","1"
"260180","BETÂNIA","PE","01/2019","1"
"260180","BETÂNIA","PE","09/2019","1"
"260190","BEZERROS","PE","11/2018","1"
"260190","BEZERROS","PE","02/2019","1"
"260190","BEZERROS","PE","03/2019","1"
"260190","BEZERROS","PE","10/2019","1"
"260190","BEZERROS","PE","10/2018","1"
"260190","BEZERROS","PE","08/2019","1"
"260190","BEZERROS","PE","05/2019","1"
"260190","BEZERROS","PE","12/2018","1"
"260190","BEZERROS","PE","01/2019","1"
"260190","BEZERROS","PE","06/2019","1"
"260190","BEZERROS","PE","04/2019","1"
"260190","BEZERROS","PE","07/2019","1"
"260190","BEZERROS","PE","09/2018","1"
"260190","BEZERROS","PE","09/2019","1"
"260200","BODOCÓ","PE","05/2019","1"
"260200","BODOCÓ","PE","01/2019","1"
"260200","BODOCÓ","PE","09/2018","1"
"260200","BODOCÓ","PE","06/2019","1"
"260200","BODOCÓ","PE","03/2019","1"
"260200","BODOCÓ","PE","08/2019","1"
"260200","BODOCÓ","PE","04/2019","1"
"260200","BODOCÓ","PE","12/2018","1"
"260200","BODOCÓ","PE","11/2018","1"
"260200","BODOCÓ","PE","09/2019","1"
"260200","BODOCÓ","PE","02/2019","1"
"260200","BODOCÓ","PE","10/2019","1"
"260200","BODOCÓ","PE","10/2018","1"
"260200","BODOCÓ","PE","07/2019","1"
"260210","BOM CONSELHO","PE","06/2019","1"
"260210","BOM CONSELHO","PE","09/2018","1"
"260210","BOM CONSELHO","PE","10/2018","1"
"260210","BOM CONSELHO","PE","05/2019","1"
"260210","BOM CONSELHO","PE","07/2019","1"
"260210","BOM CONSELHO","PE","09/2019","1"
"260210","BOM CONSELHO","PE","02/2019","1"
"260210","BOM CONSELHO","PE","08/2019","1"
"260210","BOM CONSELHO","PE","04/2019","1"
"260210","BOM CONSELHO","PE","12/2018","1"
"260210","BOM CONSELHO","PE","11/2018","1"
"260210","BOM CONSELHO","PE","03/2019","1"
"260210","BOM CONSELHO","PE","01/2019","1"
"260210","BOM CONSELHO","PE","10/2019","1"
"260220","BOM JARDIM","PE","04/2019","1"
"260220","BOM JARDIM","PE","05/2019","1"
"260220","BOM JARDIM","PE","07/2019","1"
"260220","BOM JARDIM","PE","06/2019","1"
"260220","BOM JARDIM","PE","09/2018","1"
"260220","BOM JARDIM","PE","09/2019","1"
"260220","BOM JARDIM","PE","11/2018","1"
"260220","BOM JARDIM","PE","10/2019","1"
"260220","BOM JARDIM","PE","08/2019","1"
"260220","BOM JARDIM","PE","01/2019","1"
"260220","BOM JARDIM","PE","12/2018","1"
"260220","BOM JARDIM","PE","10/2018","1"
"260220","BOM JARDIM","PE","02/2019","1"
"260220","BOM JARDIM","PE","03/2019","1"
"260230","BONITO","PE","02/2019","1"
"260230","BONITO","PE","01/2019","1"
"260230","BONITO","PE","12/2018","1"
"260230","BONITO","PE","10/2018","1"
"260230","BONITO","PE","04/2019","1"
"260230","BONITO","PE","08/2019","1"
"260230","BONITO","PE","06/2019","1"
"260230","BONITO","PE","10/2019","1"
"260230","BONITO","PE","07/2019","1"
"260230","BONITO","PE","05/2019","1"
"260230","BONITO","PE","03/2019","1"
"260230","BONITO","PE","09/2019","1"
"260230","BONITO","PE","09/2018","1"
"260230","BONITO","PE","11/2018","1"
"260240","BREJÃO","PE","12/2018","1"
"260240","BREJÃO","PE","05/2019","1"
"260240","BREJÃO","PE","11/2018","1"
"260240","BREJÃO","PE","03/2019","1"
"260240","BREJÃO","PE","09/2018","1"
"260240","BREJÃO","PE","08/2019","1"
"260240","BREJÃO","PE","02/2019","1"
"260240","BREJÃO","PE","07/2019","1"
"260240","BREJÃO","PE","01/2019","1"
"260240","BREJÃO","PE","04/2019","1"
"260240","BREJÃO","PE","10/2018","1"
"260240","BREJÃO","PE","10/2019","1"
"260240","BREJÃO","PE","06/2019","1"
"260240","BREJÃO","PE","09/2019","1"
"260250","BREJINHO","PE","04/2019","1"
"260250","BREJINHO","PE","07/2019","1"
"260250","BREJINHO","PE","01/2019","1"
"260250","BREJINHO","PE","09/2018","1"
"260250","BREJINHO","PE","02/2019","1"
"260250","BREJINHO","PE","05/2019","1"
"260250","BREJINHO","PE","11/2018","1"
"260250","BREJINHO","PE","08/2019","1"
"260250","BREJINHO","PE","03/2019","1"
"260250","BREJINHO","PE","06/2019","1"
"260250","BREJINHO","PE","12/2018","1"
"260250","BREJINHO","PE","10/2019","1"
"260250","BREJINHO","PE","09/2019","1"
"260250","BREJINHO","PE","10/2018","1"
"260260","BREJO DA MADRE DE DEUS","PE","10/2018","1"
"260260","BREJO DA MADRE DE DEUS","PE","09/2019","1"
"260260","BREJO DA MADRE DE DEUS","PE","02/2019","1"
"260260","BREJO DA MADRE DE DEUS","PE","11/2018","1"
"260260","BREJO DA MADRE DE DEUS","PE","04/2019","1"
"260260","BREJO DA MADRE DE DEUS","PE","09/2018","1"
"260260","BREJO DA MADRE DE DEUS","PE","12/2018","1"
"260260","BREJO DA MADRE DE DEUS","PE","03/2019","1"
"260260","BREJO DA MADRE DE DEUS","PE","06/2019","1"
"260260","BREJO DA MADRE DE DEUS","PE","10/2019","1"
"260260","BREJO DA MADRE DE DEUS","PE","01/2019","1"
"260260","BREJO DA MADRE DE DEUS","PE","08/2019","1"
"260260","BREJO DA MADRE DE DEUS","PE","07/2019","1"
"260260","BREJO DA MADRE DE DEUS","PE","05/2019","1"
"260270","BUENOS AIRES","PE","12/2018","1"
"260270","BUENOS AIRES","PE","11/2018","1"
"260270","BUENOS AIRES","PE","07/2019","1"
"260270","BUENOS AIRES","PE","02/2019","1"
"260270","BUENOS AIRES","PE","10/2018","1"
"260270","BUENOS AIRES","PE","05/2019","1"
"260270","BUENOS AIRES","PE","10/2019","1"
"260270","BUENOS AIRES","PE","09/2019","1"
"260270","BUENOS AIRES","PE","06/2019","1"
"260270","BUENOS AIRES","PE","04/2019","1"
"260270","BUENOS AIRES","PE","03/2019","1"
"260270","BUENOS AIRES","PE","09/2018","1"
"260270","BUENOS AIRES","PE","01/2019","1"
"260270","BUENOS AIRES","PE","08/2019","1"
"260280","BUÍQUE","PE","05/2019","1"
"260280","BUÍQUE","PE","06/2019","1"
"260280","BUÍQUE","PE","10/2019","1"
"260280","BUÍQUE","PE","10/2018","1"
"260280","BUÍQUE","PE","03/2019","1"
"260280","BUÍQUE","PE","11/2018","1"
"260280","BUÍQUE","PE","09/2019","1"
"260280","BUÍQUE","PE","09/2018","1"
"260280","BUÍQUE","PE","12/2018","1"
"260280","BUÍQUE","PE","01/2019","1"
"260280","BUÍQUE","PE","08/2019","1"
"260280","BUÍQUE","PE","04/2019","1"
"260280","BUÍQUE","PE","02/2019","1"
"260280","BUÍQUE","PE","07/2019","1"
"260290","CABO DE SANTO AGOSTINHO","PE","05/2019","1"
"260290","CABO DE SANTO AGOSTINHO","PE","08/2019","1"
"260290","CABO DE SANTO AGOSTINHO","PE","01/2019","1"
"260290","CABO DE SANTO AGOSTINHO","PE","10/2019","1"
"260290","CABO DE SANTO AGOSTINHO","PE","07/2019","1"
"260290","CABO DE SANTO AGOSTINHO","PE","12/2018","1"
"260290","CABO DE SANTO AGOSTINHO","PE","11/2018","1"
"260290","CABO DE SANTO AGOSTINHO","PE","09/2018","1"
"260290","CABO DE SANTO AGOSTINHO","PE","02/2019","1"
"260290","CABO DE SANTO AGOSTINHO","PE","09/2019","1"
"260290","CABO DE SANTO AGOSTINHO","PE","03/2019","1"
"260290","CABO DE SANTO AGOSTINHO","PE","06/2019","1"
"260290","CABO DE SANTO AGOSTINHO","PE","04/2019","1"
"260290","CABO DE SANTO AGOSTINHO","PE","10/2018","1"
"260300","CABROBÓ","PE","05/2019","1"
"260300","CABROBÓ","PE","08/2019","1"
"260300","CABROBÓ","PE","04/2019","1"
"260300","CABROBÓ","PE","10/2018","1"
"260300","CABROBÓ","PE","03/2019","1"
"260300","CABROBÓ","PE","06/2019","1"
"260300","CABROBÓ","PE","11/2018","1"
"260300","CABROBÓ","PE","10/2019","1"
"260300","CABROBÓ","PE","07/2019","1"
"260300","CABROBÓ","PE","09/2018","1"
"260300","CABROBÓ","PE","01/2019","1"
"260300","CABROBÓ","PE","09/2019","1"
"260300","CABROBÓ","PE","12/2018","1"
"260300","CABROBÓ","PE","02/2019","1"
"260310","CACHOEIRINHA","PE","09/2019","1"
"260310","CACHOEIRINHA","PE","02/2019","1"
"260310","CACHOEIRINHA","PE","10/2018","1"
"260310","CACHOEIRINHA","PE","05/2019","1"
"260310","CACHOEIRINHA","PE","07/2019","1"
"260310","CACHOEIRINHA","PE","04/2019","1"
"260310","CACHOEIRINHA","PE","08/2019","1"
"260310","CACHOEIRINHA","PE","09/2018","1"
"260310","CACHOEIRINHA","PE","11/2018","1"
"260310","CACHOEIRINHA","PE","12/2018","1"
"260310","CACHOEIRINHA","PE","01/2019","1"
"260310","CACHOEIRINHA","PE","06/2019","1"
"260310","CACHOEIRINHA","PE","03/2019","1"
"260310","CACHOEIRINHA","PE","10/2019","1"
"260320","CAETÉS","PE","02/2019","1"
"260320","CAETÉS","PE","07/2019","1"
"260320","CAETÉS","PE","03/2019","1"
"260320","CAETÉS","PE","11/2018","1"
"260320","CAETÉS","PE","01/2019","1"
"260320","CAETÉS","PE","05/2019","1"
"260320","CAETÉS","PE","12/2018","1"
"260320","CAETÉS","PE","06/2019","1"
"260320","CAETÉS","PE","09/2018","1"
"260320","CAETÉS","PE","08/2019","1"
"260320","CAETÉS","PE","10/2019","1"
"260320","CAETÉS","PE","04/2019","1"
"260320","CAETÉS","PE","09/2019","1"
"260320","CAETÉS","PE","10/2018","1"
"260330","CALÇADO","PE","11/2018","1"
"260330","CALÇADO","PE","06/2019","1"
"260330","CALÇADO","PE","07/2019","1"
"260330","CALÇADO","PE","02/2019","1"
"260330","CALÇADO","PE","03/2019","1"
"260330","CALÇADO","PE","08/2019","1"
"260330","CALÇADO","PE","12/2018","1"
"260330","CALÇADO","PE","01/2019","1"
"260330","CALÇADO","PE","04/2019","1"
"260330","CALÇADO","PE","10/2019","1"
"260330","CALÇADO","PE","09/2018","1"
"260330","CALÇADO","PE","10/2018","1"
"260330","CALÇADO","PE","09/2019","1"
"260330","CALÇADO","PE","05/2019","1"
"260340","CALUMBI","PE","10/2018","1"
"260340","CALUMBI","PE","10/2019","1"
"260340","CALUMBI","PE","07/2019","1"
"260340","CALUMBI","PE","09/2019","1"
"260340","CALUMBI","PE","02/2019","1"
"260340","CALUMBI","PE","06/2019","1"
"260340","CALUMBI","PE","09/2018","1"
"260340","CALUMBI","PE","03/2019","1"
"260340","CALUMBI","PE","05/2019","1"
"260340","CALUMBI","PE","12/2018","1"
"260340","CALUMBI","PE","01/2019","1"
"260340","CALUMBI","PE","08/2019","1"
"260340","CALUMBI","PE","11/2018","1"
"260340","CALUMBI","PE","04/2019","1"
"260345","CAMARAGIBE","PE","12/2018","1"
"260345","CAMARAGIBE","PE","07/2019","1"
"260345","CAMARAGIBE","PE","10/2018","1"
"260345","CAMARAGIBE","PE","10/2019","1"
"260345","CAMARAGIBE","PE","01/2019","1"
"260345","CAMARAGIBE","PE","02/2019","1"
"260345","CAMARAGIBE","PE","09/2019","1"
"260345","CAMARAGIBE","PE","04/2019","1"
"260345","CAMARAGIBE","PE","05/2019","1"
"260345","CAMARAGIBE","PE","09/2018","1"
"260345","CAMARAGIBE","PE","06/2019","1"
"260345","CAMARAGIBE","PE","11/2018","1"
"260345","CAMARAGIBE","PE","08/2019","1"
"260345","CAMARAGIBE","PE","03/2019","1"
"260350","CAMOCIM DE SÃO FÉLIX","PE","10/2018","1"
"260350","CAMOCIM DE SÃO FÉLIX","PE","08/2019","1"
"260350","CAMOCIM DE SÃO FÉLIX","PE","04/2019","1"
"260350","CAMOCIM DE SÃO FÉLIX","PE","02/2019","1"
"260350","CAMOCIM DE SÃO FÉLIX","PE","03/2019","1"
"260350","CAMOCIM DE SÃO FÉLIX","PE","11/2018","1"
"260350","CAMOCIM DE SÃO FÉLIX","PE","12/2018","1"
"260350","CAMOCIM DE SÃO FÉLIX","PE","07/2019","1"
"260350","CAMOCIM DE SÃO FÉLIX","PE","06/2019","1"
"260350","CAMOCIM DE SÃO FÉLIX","PE","09/2019","1"
"260350","CAMOCIM DE SÃO FÉLIX","PE","09/2018","1"
"260350","CAMOCIM DE SÃO FÉLIX","PE","01/2019","1"
"260350","CAMOCIM DE SÃO FÉLIX","PE","05/2019","1"
"260350","CAMOCIM DE SÃO FÉLIX","PE","10/2019","1"
"260360","CAMUTANGA","PE","09/2019","1"
"260360","CAMUTANGA","PE","11/2018","1"
"260360","CAMUTANGA","PE","10/2019","1"
"260360","CAMUTANGA","PE","09/2018","1"
"260360","CAMUTANGA","PE","04/2019","1"
"260360","CAMUTANGA","PE","12/2018","1"
"260360","CAMUTANGA","PE","10/2018","1"
"260360","CAMUTANGA","PE","05/2019","1"
"260360","CAMUTANGA","PE","02/2019","1"
"260360","CAMUTANGA","PE","03/2019","1"
"260360","CAMUTANGA","PE","06/2019","1"
"260360","CAMUTANGA","PE","01/2019","1"
"260360","CAMUTANGA","PE","07/2019","1"
"260360","CAMUTANGA","PE","08/2019","1"
"260370","CANHOTINHO","PE","05/2019","1"
"260370","CANHOTINHO","PE","08/2019","1"
"260370","CANHOTINHO","PE","04/2019","1"
"260370","CANHOTINHO","PE","03/2019","1"
"260370","CANHOTINHO","PE","06/2019","1"
"260370","CANHOTINHO","PE","12/2018","1"
"260370","CANHOTINHO","PE","09/2019","1"
"260370","CANHOTINHO","PE","10/2018","1"
"260370","CANHOTINHO","PE","10/2019","1"
"260370","CANHOTINHO","PE","07/2019","1"
"260370","CANHOTINHO","PE","01/2019","1"
"260370","CANHOTINHO","PE","02/2019","1"
"260370","CANHOTINHO","PE","11/2018","1"
"260370","CANHOTINHO","PE","09/2018","1"
"260380","CAPOEIRAS","PE","10/2018","1"
"260380","CAPOEIRAS","PE","08/2019","1"
"260380","CAPOEIRAS","PE","11/2018","1"
"260380","CAPOEIRAS","PE","12/2018","1"
"260380","CAPOEIRAS","PE","01/2019","1"
"260380","CAPOEIRAS","PE","06/2019","1"
"260380","CAPOEIRAS","PE","03/2019","1"
"260380","CAPOEIRAS","PE","05/2019","1"
"260380","CAPOEIRAS","PE","09/2018","1"
"260380","CAPOEIRAS","PE","09/2019","1"
"260380","CAPOEIRAS","PE","02/2019","1"
"260380","CAPOEIRAS","PE","07/2019","1"
"260380","CAPOEIRAS","PE","10/2019","1"
"260380","CAPOEIRAS","PE","04/2019","1"
"260390","CARNAÍBA","PE","08/2019","1"
"260390","CARNAÍBA","PE","12/2018","1"
"260390","CARNAÍBA","PE","10/2018","1"
"260390","CARNAÍBA","PE","09/2018","1"
"260390","CARNAÍBA","PE","03/2019","1"
"260390","CARNAÍBA","PE","09/2019","1"
"260390","CARNAÍBA","PE","06/2019","1"
"260390","CARNAÍBA","PE","04/2019","1"
"260390","CARNAÍBA","PE","11/2018","1"
"260390","CARNAÍBA","PE","07/2019","1"
"260390","CARNAÍBA","PE","01/2019","1"
"260390","CARNAÍBA","PE","05/2019","1"
"260390","CARNAÍBA","PE","02/2019","1"
"260390","CARNAÍBA","PE","10/2019","1"
"260392","CARNAUBEIRA DA PENHA","PE","07/2019","1"
"260392","CARNAUBEIRA DA PENHA","PE","08/2019","1"
"260392","CARNAUBEIRA DA PENHA","PE","10/2019","1"
"260392","CARNAUBEIRA DA PENHA","PE","01/2019","1"
"260392","CARNAUBEIRA DA PENHA","PE","09/2018","1"
"260392","CARNAUBEIRA DA PENHA","PE","09/2019","1"
"260392","CARNAUBEIRA DA PENHA","PE","10/2018","1"
"260392","CARNAUBEIRA DA PENHA","PE","03/2019","1"
"260392","CARNAUBEIRA DA PENHA","PE","06/2019","1"
"260392","CARNAUBEIRA DA PENHA","PE","11/2018","1"
"260392","CARNAUBEIRA DA PENHA","PE","02/2019","1"
"260392","CARNAUBEIRA DA PENHA","PE","12/2018","1"
"260392","CARNAUBEIRA DA PENHA","PE","04/2019","1"
"260392","CARNAUBEIRA DA PENHA","PE","05/2019","1"
"260400","CARPINA","PE","02/2019","1"
"260400","CARPINA","PE","10/2019","1"
"260400","CARPINA","PE","06/2019","1"
"260400","CARPINA","PE","08/2019","1"
"260400","CARPINA","PE","09/2018","1"
"260400","CARPINA","PE","03/2019","1"
"260400","CARPINA","PE","11/2018","1"
"260400","CARPINA","PE","12/2018","1"
"260400","CARPINA","PE","09/2019","1"
"260400","CARPINA","PE","04/2019","1"
"260400","CARPINA","PE","01/2019","1"
"260400","CARPINA","PE","07/2019","1"
"260400","CARPINA","PE","05/2019","1"
"260400","CARPINA","PE","10/2018","1"
"260410","CARUARU","PE","06/2019","1"
"260410","CARUARU","PE","09/2018","1"
"260410","CARUARU","PE","02/2019","1"
"260410","CARUARU","PE","05/2019","1"
"260410","CARUARU","PE","10/2019","1"
"260410","CARUARU","PE","03/2019","1"
"260410","CARUARU","PE","01/2019","1"
"260410","CARUARU","PE","10/2018","1"
"260410","CARUARU","PE","08/2019","1"
"260410","CARUARU","PE","11/2018","1"
"260410","CARUARU","PE","12/2018","1"
"260410","CARUARU","PE","07/2019","1"
"260410","CARUARU","PE","09/2019","1"
"260410","CARUARU","PE","04/2019","1"
"260415","CASINHAS","PE","05/2019","1"
"260415","CASINHAS","PE","10/2018","1"
"260415","CASINHAS","PE","03/2019","1"
"260415","CASINHAS","PE","08/2019","1"
"260415","CASINHAS","PE","02/2019","1"
"260415","CASINHAS","PE","07/2019","1"
"260415","CASINHAS","PE","10/2019","1"
"260415","CASINHAS","PE","11/2018","1"
"260415","CASINHAS","PE","12/2018","1"
"260415","CASINHAS","PE","09/2019","1"
"260415","CASINHAS","PE","09/2018","1"
"260415","CASINHAS","PE","06/2019","1"
"260415","CASINHAS","PE","04/2019","1"
"260415","CASINHAS","PE","01/2019","1"
"260420","CATENDE","PE","03/2019","1"
"260420","CATENDE","PE","10/2019","1"
"260420","CATENDE","PE","04/2019","1"
"260420","CATENDE","PE","01/2019","1"
"260420","CATENDE","PE","11/2018","1"
"260420","CATENDE","PE","05/2019","1"
"260420","CATENDE","PE","02/2019","1"
"260420","CATENDE","PE","09/2019","1"
"260420","CATENDE","PE","06/2019","1"
"260420","CATENDE","PE","08/2019","1"
"260420","CATENDE","PE","07/2019","1"
"260420","CATENDE","PE","09/2018","1"
"260420","CATENDE","PE","10/2018","1"
"260420","CATENDE","PE","12/2018","1"
"260430","CEDRO","PE","02/2019","1"
"260430","CEDRO","PE","09/2018","1"
"260430","CEDRO","PE","05/2019","1"
"260430","CEDRO","PE","12/2018","1"
"260430","CEDRO","PE","01/2019","1"
"260430","CEDRO","PE","09/2019","1"
"260430","CEDRO","PE","06/2019","1"
"260430","CEDRO","PE","11/2018","1"
"260430","CEDRO","PE","07/2019","1"
"260430","CEDRO","PE","08/2019","1"
"260430","CEDRO","PE","04/2019","1"
"260430","CEDRO","PE","10/2019","1"
"260430","CEDRO","PE","03/2019","1"
"260430","CEDRO","PE","10/2018","1"
"260440","CHÃ DE ALEGRIA","PE","01/2019","1"
"260440","CHÃ DE ALEGRIA","PE","04/2019","1"
"260440","CHÃ DE ALEGRIA","PE","10/2019","1"
"260440","CHÃ DE ALEGRIA","PE","10/2018","1"
"260440","CHÃ DE ALEGRIA","PE","09/2018","1"
"260440","CHÃ DE ALEGRIA","PE","12/2018","1"
"260440","CHÃ DE ALEGRIA","PE","08/2019","1"
"260440","CHÃ DE ALEGRIA","PE","09/2019","1"
"260440","CHÃ DE ALEGRIA","PE","06/2019","1"
"260440","CHÃ DE ALEGRIA","PE","11/2018","1"
"260440","CHÃ DE ALEGRIA","PE","07/2019","1"
"260440","CHÃ DE ALEGRIA","PE","03/2019","1"
"260440","CHÃ DE ALEGRIA","PE","02/2019","1"
"260440","CHÃ DE ALEGRIA","PE","05/2019","1"
"260450","CHÃ GRANDE","PE","09/2018","1"
"260450","CHÃ GRANDE","PE","04/2019","1"
"260450","CHÃ GRANDE","PE","05/2019","1"
"260450","CHÃ GRANDE","PE","02/2019","1"
"260450","CHÃ GRANDE","PE","01/2019","1"
"260450","CHÃ GRANDE","PE","10/2018","1"
"260450","CHÃ GRANDE","PE","03/2019","1"
"260450","CHÃ GRANDE","PE","10/2019","1"
"260450","CHÃ GRANDE","PE","06/2019","1"
"260450","CHÃ GRANDE","PE","07/2019","1"
"260450","CHÃ GRANDE","PE","12/2018","1"
"260450","CHÃ GRANDE","PE","09/2019","1"
"260450","CHÃ GRANDE","PE","08/2019","1"
"260450","CHÃ GRANDE","PE","11/2018","1"
"260460","CONDADO","PE","03/2019","1"
"260460","CONDADO","PE","01/2019","1"
"260460","CONDADO","PE","10/2019","1"
"260460","CONDADO","PE","02/2019","1"
"260460","CONDADO","PE","09/2018","1"
"260460","CONDADO","PE","06/2019","1"
"260460","CONDADO","PE","08/2019","1"
"260460","CONDADO","PE","05/2019","1"
"260460","CONDADO","PE","04/2019","1"
"260460","CONDADO","PE","12/2018","1"
"260460","CONDADO","PE","09/2019","1"
"260460","CONDADO","PE","11/2018","1"
"260460","CONDADO","PE","10/2018","1"
"260460","CONDADO","PE","07/2019","1"
"260470","CORRENTES","PE","10/2018","1"
"260470","CORRENTES","PE","01/2019","1"
"260470","CORRENTES","PE","08/2019","1"
"260470","CORRENTES","PE","09/2018","1"
"260470","CORRENTES","PE","02/2019","1"
"260470","CORRENTES","PE","12/2018","1"
"260470","CORRENTES","PE","10/2019","1"
"260470","CORRENTES","PE","11/2018","1"
"260470","CORRENTES","PE","07/2019","1"
"260470","CORRENTES","PE","06/2019","1"
"260470","CORRENTES","PE","03/2019","1"
"260470","CORRENTES","PE","09/2019","1"
"260470","CORRENTES","PE","05/2019","1"
"260470","CORRENTES","PE","04/2019","1"
"260480","CORTÊS","PE","07/2019","1"
"260480","CORTÊS","PE","10/2018","1"
